name,total,property,tax,corruption,mining,lobbyist,union,fraud,source,leak,opposition,faction,foreign investment,declaration,proposal,donation,incident
Geoffrey Winters,177,62,85,18,74,2,116,25,99,18,20,8,80,29,28,2,26
Giz Watson,13,3,7,0,0,0,8,0,7,0,0,0,7,0,0,0,0
George Hua,589,315,327,244,267,12,385,190,440,69,324,94,357,235,274,34,267
Jessica Adelan-Langford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Saleam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham Perrett,37,22,35,0,25,0,33,0,31,1,0,0,33,14,0,1,2
Graham Reynolds,639,74,135,12,63,2,166,37,189,5,8,8,90,26,34,6,9
Greg Bondar,12,6,6,4,5,0,8,4,6,0,5,0,6,4,4,0,0
Helen Healy,103,50,53,0,48,1,61,6,53,3,0,1,53,21,1,3,4
Greg Hunt,987,253,389,176,216,3,399,185,438,32,228,52,321,145,190,19,221
Grahame Gould,48,29,32,0,27,1,35,6,38,0,0,0,36,13,0,0,1
Hadden Ervin,9,3,9,0,0,0,7,0,9,0,0,0,9,0,0,0,0
Helen Kroger,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Ian Goodenough,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helen McLeod,167,50,91,1,49,1,94,21,103,1,1,4,57,18,4,6,3
Ian Onley,18,5,9,1,1,0,8,1,13,0,1,0,10,1,0,1,1
Hillary Morris,461,243,331,255,218,6,351,190,349,27,239,95,297,217,230,15,152
Hugh McKinnon,149,42,94,2,43,1,99,20,96,3,2,0,61,21,0,2,4
Ivan MacFadyen,28,10,12,0,9,1,19,6,16,0,0,0,10,0,0,0,0
Ian James,2760,562,719,429,371,114,903,278,1045,81,509,143,618,299,481,50,396
Jacqui Pedersen,13,7,8,0,4,0,13,2,10,0,0,0,8,0,0,0,1
Ian Bell,844,171,225,80,138,7,314,69,325,32,84,61,178,86,129,15,77
Jake Tilton,108,39,55,0,40,1,60,6,65,1,0,4,53,21,0,0,1
Jamie Armfield,64,19,26,0,15,0,31,0,41,0,0,5,29,7,0,0,0
James Bennett,1455,239,320,103,123,10,414,94,644,32,128,53,212,85,125,34,98
Jamie McIntyre,227,49,98,1,51,1,115,31,118,3,4,5,65,27,2,2,7
Janelle Saffin,5,0,3,0,0,0,0,0,2,0,4,0,1,0,1,0,1
Jonathan Pavetto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Coffey,247,54,65,1,44,1,86,11,101,4,0,13,60,18,7,3,16
Jonathon Dykyj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Zabaneh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Stacey,356,87,91,13,39,1,123,29,124,15,34,6,80,40,18,6,36
Jane Austin,955,171,277,38,87,3,363,104,380,26,44,45,157,57,124,10,157
Josh Fergeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Briggs,223,62,101,6,47,1,129,26,117,9,6,12,70,27,4,5,11
James Mathias,223,61,68,24,35,7,96,24,154,5,22,6,70,29,31,4,21
Jeanette Swain,93,40,46,1,36,1,49,7,68,0,1,7,45,15,0,2,2
Jason Clare,488,91,115,49,110,1,153,39,132,29,49,36,115,45,44,6,49
Jenny Macklin,107,23,78,1,27,0,63,14,79,0,22,2,42,17,1,1,2
Jane Prentice,151,40,92,6,42,1,91,21,105,4,3,11,54,21,7,1,9
Jenny Barrie,65,34,43,1,38,0,50,3,41,0,3,2,46,17,3,2,3
James Macdonald,810,238,211,88,141,9,310,68,357,28,102,47,219,77,83,15,118
Julian Fidge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Garland,211,69,79,7,45,1,121,10,91,7,3,5,83,28,9,3,22
Justin Alick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jen Brown,546,94,180,28,75,2,187,30,180,16,34,22,116,46,30,11,31
Janine Kelly,136,69,69,2,45,1,84,25,77,13,3,1,50,29,22,5,25
Kade Lengyel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny O'Connor,180,45,94,7,38,0,71,4,69,7,4,8,61,25,5,3,11
Jess Jennings,263,49,112,11,62,1,113,22,116,2,0,8,64,24,12,1,3
Jeff Davy,179,47,124,2,40,2,137,10,136,5,5,0,56,19,81,3,85
Jason Ball,1312,448,531,374,418,38,633,313,632,49,373,123,451,285,416,40,411
Katie Gompertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Hompes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Chalmers,77,29,28,2,18,2,42,7,41,2,5,1,32,5,7,5,6
Jim Casey,847,171,210,68,106,1,286,66,304,20,109,31,175,67,62,16,51
Jill Reading,442,124,166,38,70,3,205,71,189,18,46,18,122,51,53,14,55
Jeremy Quinn,493,102,248,24,73,1,193,37,172,17,17,17,143,37,21,8,24
Joel Fitzgibbon,99,33,42,4,29,0,45,1,46,1,30,9,43,20,3,2,9
Joanne Ryan,583,121,177,6,61,1,208,32,179,6,9,14,102,26,6,6,17
Jason Wood,1462,497,513,330,361,45,662,264,628,52,346,84,455,275,381,31,373
Jim Ball,1340,324,520,224,229,19,593,219,657,88,347,114,318,238,420,40,375
John Alexander,9477,3833,4686,4112,3100,307,5839,2722,6243,694,4871,1740,4961,2634,4335,155,3571
Joe Hill,2611,661,892,374,456,44,1077,374,1010,121,436,196,677,274,697,42,639
Kim Maurmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John August,32760,6722,8599,6783,4831,418,11168,3551,16197,1243,9572,2693,8595,4139,7906,395,6797
John McVeigh,185,43,35,11,14,0,49,25,94,8,31,20,38,35,12,2,41
Josh Frydenberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Leeser,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
John Hassell,167,42,82,2,37,1,86,20,109,4,2,5,58,20,4,2,6
Joshua Briers,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Jonathon Marsden,180,23,26,0,23,1,31,6,28,1,0,0,23,7,0,1,2
Kudra Falla-Ricketts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ramsay,261,46,92,1,44,0,106,21,135,6,3,7,62,24,2,4,6
Kurt Pudniks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Flanagan,349,85,187,13,56,2,196,39,245,7,16,14,74,31,102,1,96
Josie Townsend,19,8,11,1,3,1,12,1,10,0,0,0,10,0,1,0,1
John Brown,9644,1740,2225,1165,1039,79,2729,905,4093,289,1857,515,1587,771,1531,138,1214
Karen Hockley,6,3,4,1,3,0,5,1,2,0,1,0,3,1,0,2,3
Lee-Anne Miles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LB Joum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keiran Snape,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Leisa Neaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Freeman-Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mackenzie,968,248,343,209,344,6,415,150,471,40,243,120,333,168,223,20,155
Josh Wilson,1927,321,220,157,143,3,507,49,581,22,111,36,133,57,70,12,116
Lorrae Loud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Quinn,1261,366,484,130,155,6,515,105,516,39,195,53,351,113,170,20,106
Julia Salter,104,41,51,15,38,0,55,7,67,1,15,5,53,22,14,2,17
Karen Dobby,3,3,3,3,0,0,3,0,3,3,0,2,3,3,3,0,3
Kelvin Binns,9,8,2,0,8,1,8,6,6,0,0,0,0,0,0,1,1
Luke Hartsuyker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Andrews,759,75,212,9,65,3,188,27,203,12,10,16,96,30,24,12,19
Josh Green,1200,292,327,152,131,22,474,114,448,34,205,47,278,95,193,19,186
Justine Keay,24,24,19,0,24,1,24,6,24,0,0,0,18,13,0,0,1
Julie Collins,628,93,145,18,67,2,212,34,260,12,12,11,102,32,20,15,33
Julie Lyford,70,31,39,0,31,0,43,0,56,0,0,5,42,15,0,0,1
Kelly O'Dwyer,12,9,9,2,9,0,11,0,9,0,2,2,9,1,2,0,3
Justine Elliot,66,37,38,1,32,2,45,7,52,0,0,0,36,14,1,0,2
Julie Owens,277,65,101,1,55,1,129,26,126,5,2,9,73,20,23,8,22
Julie Bishop,524,107,169,71,123,1,230,55,232,28,130,34,165,62,38,19,78
Lyndal Howison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie Worsley,86,29,63,0,29,0,62,13,78,0,0,6,37,14,0,1,2
Keren Armstrong,13,6,10,0,2,0,10,0,10,0,0,0,10,0,0,0,1
Julian Hill,874,210,385,204,162,11,486,123,458,49,174,75,248,131,259,30,273
Keith Piper,164,59,107,6,50,2,125,27,100,8,2,9,66,27,7,2,18
Karen McNamara,191,57,63,7,49,2,94,9,95,9,1,2,77,26,5,3,14
Karen Andrews,476,85,136,7,69,3,193,37,183,10,14,23,104,28,19,10,20
Karen Howard,1103,217,337,77,115,5,419,107,392,43,113,44,182,59,165,17,155
Kathleen Bourne,179,47,93,6,45,2,98,23,102,7,2,7,63,21,5,2,10
Julia Banks,1595,914,1152,949,691,33,1233,701,1104,166,991,359,1069,663,859,23,813
Kate Ellis,337,86,127,11,54,2,161,29,141,10,8,24,94,28,17,10,19
Martin Mulcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Corboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Pitt,336,52,106,7,57,1,137,22,200,7,2,7,76,28,8,2,9
Ken O'Dowd,51,9,11,0,7,0,22,0,26,0,0,5,14,0,0,1,2
Kate Stewart,1107,181,343,27,56,2,317,48,366,13,10,25,122,43,170,25,173
Kevin Andrews,945,117,223,21,86,2,271,53,335,14,49,24,153,39,32,10,42
Kevin Hogan,487,75,223,5,61,2,263,43,223,11,30,19,109,33,101,3,96
Ken Wyatt,258,52,119,5,47,1,162,21,127,8,1,17,76,28,12,2,35
Maryka Groenewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karen Anderson,1184,203,296,34,91,5,395,86,401,26,43,33,178,64,137,21,146
Maurice Girotto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Austin,1427,208,265,52,129,2,448,76,403,29,52,45,249,66,39,27,71
Kate Davis,950,186,268,44,68,3,277,54,236,29,48,32,117,64,50,40,56
Kevin Host,3959,1078,1137,777,743,43,1452,469,1559,109,1416,330,1087,358,1119,65,778
Kim Richards,4770,184,217,126,161,38,413,78,1351,19,571,40,221,60,122,42,252
Kingsley Liu,132,45,52,1,46,1,76,6,75,3,1,7,57,18,2,1,5
Meow-Ludo Meow-Meow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Lavarch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mercurius Goldstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kris Bullen,4,2,3,0,2,0,4,0,1,0,0,1,3,0,0,1,1
Kirsten Lovejoy,47,22,33,0,20,0,29,2,35,0,0,2,35,15,0,0,0
Michael Bellstedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton Thew,8,4,8,0,1,0,8,0,8,0,0,0,8,0,0,0,0
Michael Caudre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Chesters,2,1,2,0,1,0,2,0,0,0,0,0,1,0,0,1,1
Lynette Keehn,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Llew O'Brien,12,3,11,0,0,0,8,0,10,0,0,0,10,0,0,0,0
Luke Howarth,30,14,15,1,11,1,21,9,17,0,1,0,13,1,0,2,3
Maria Vamvakinou,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Kristen Lyons,184,52,83,1,42,1,96,20,114,4,1,6,55,22,5,5,5
Louise Markus,258,57,94,2,54,1,118,22,152,2,1,9,68,23,3,0,2
Laura Fraser Hardy,184,49,88,1,63,1,107,20,100,2,1,8,66,23,0,2,4
Marg D'Arcy,16,10,16,1,7,0,14,1,16,0,1,0,16,2,0,1,2
Michelle Blicavs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Turnbull,288,39,95,2,51,2,106,14,112,16,118,14,56,17,16,1,10
Lucy Stanton,184,45,104,0,49,1,113,19,118,4,0,2,59,21,0,1,5
Luke Simpkins,59,31,35,0,31,1,39,6,41,2,0,0,35,13,0,3,4
Libby Coker,51,26,33,0,28,0,41,0,36,1,0,1,36,15,0,0,1
Linda Burney,89,26,71,1,28,0,71,14,71,3,1,1,42,16,1,1,3
Matt Parmeter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindsay Cosgrove,61,22,32,1,21,1,33,5,34,0,1,1,33,14,0,2,2
Marc Giordano,90,28,32,6,26,1,53,8,37,6,1,19,43,14,6,4,9
Matt Thistlethwaite,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Mark Coulton,2,2,2,2,1,0,2,1,2,1,2,1,2,2,2,0,2
Marcus Allan,505,77,124,60,88,1,175,33,150,9,3,19,94,52,8,6,14
Lucy Wicks,89,34,64,1,35,1,71,15,64,4,1,0,50,21,0,2,6
Lydia Senior,243,119,135,81,79,0,136,58,153,9,85,39,127,42,77,15,56
Matthew Coote,16,0,5,0,0,0,10,0,2,0,0,0,0,4,0,0,1
Matt Keogh,16,6,7,0,4,0,9,2,5,0,0,0,6,1,0,0,0
Luke Goslin,23,19,19,0,21,0,22,0,19,0,0,0,20,13,0,0,1
Marie Rowland,134,45,68,1,48,1,105,18,75,4,3,1,57,27,4,2,7
Mark Dreyfus,148,44,60,16,57,1,77,10,72,4,24,6,56,30,9,4,7
Nickolas Varvaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Ward,3119,1126,1124,905,628,71,1501,506,1445,172,1033,370,1067,651,951,99,853
Matt O'Sullivan,144,42,54,2,42,0,60,1,78,0,1,10,55,34,1,3,4
Marion Boswell,135,37,80,1,40,0,93,15,87,4,3,6,59,22,0,2,6
Martine Delaney,55,26,26,1,17,1,29,4,46,0,1,5,29,2,0,1,2
Madeleine King,157,84,104,65,72,4,116,42,113,31,77,33,101,56,67,16,62
Mark Butler,1410,198,248,100,127,3,360,80,385,28,121,57,168,83,126,20,88
Mark Potter,650,148,243,99,101,3,248,75,244,21,84,43,185,60,133,34,90
Meaghan Scanlon,3,2,2,0,2,0,3,0,2,0,0,0,2,0,0,0,1
Patchouli Paterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marilyn Phillips,403,93,200,16,72,2,245,42,225,20,17,23,88,36,106,13,124
Matthew Carey,665,119,157,26,64,1,219,37,200,11,16,11,94,29,37,9,37
Matt Loader,164,113,68,14,49,1,97,16,63,16,9,11,50,30,17,9,21
Megan Purcell,109,43,53,4,39,1,58,9,53,6,1,3,49,21,5,0,5
Meryl Swanson,6,1,1,1,1,0,3,2,1,0,1,0,1,1,0,1,1
Matt Williams,1921,266,451,109,203,6,559,98,582,54,114,58,247,99,170,24,250
Matthew Fraser,432,70,126,8,75,1,168,35,163,5,13,13,100,32,11,8,15
Paul Klisaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Danby,42,6,13,0,1,0,14,0,24,0,7,3,15,2,0,1,0
Melissa Callanan,58,30,37,0,33,0,40,0,51,2,0,3,37,17,0,0,1
Matthew Wright,1666,184,305,30,114,2,329,61,414,20,34,54,160,48,59,31,43
Melissa Price,6548,1700,2099,1212,1514,50,2403,960,2827,267,1763,331,2325,626,1593,52,1389
Michael Barling,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Michael Berkman,62,12,19,8,3,1,17,2,25,3,7,5,21,4,2,1,7
Michael Feneley,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Michael Freelander,15,4,13,0,4,0,12,0,10,0,0,3,13,0,0,0,3
Michael Beckwith,78,33,40,3,29,0,46,2,34,3,1,0,38,17,2,2,6
Michael Keenan,315,114,99,12,62,1,126,27,112,8,18,12,70,34,26,7,10
Michael Slattery,975,35,55,9,25,1,84,5,147,1,35,6,52,10,12,4,5
Michael Sukkar,480,12,207,16,23,0,216,5,227,3,99,5,212,5,19,1,35
Michael McCormack,301,71,116,14,67,1,120,28,127,7,21,17,76,32,24,8,23
Milan Maksimovic,29,12,12,2,7,1,15,6,24,0,0,0,11,0,0,0,1
Michaela Sherwood,48,21,30,0,20,1,36,1,30,2,0,0,28,10,0,1,5
Milton Dick,350,70,116,19,69,3,181,30,159,10,15,29,100,39,18,5,24
Natasha Griggs,22,5,14,0,2,0,11,0,15,0,0,0,13,0,0,1,1
Michelle Rowland,147,47,74,3,49,1,99,19,79,4,2,1,58,23,0,3,6
Michael Gough,366,59,101,3,45,1,138,11,99,4,8,13,72,23,4,3,9
Nic Monsour,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
Nancy Bassett,176,37,89,1,39,0,108,16,108,3,1,8,68,19,0,2,4
Michelle Landry,245,47,105,5,46,2,121,23,131,6,1,13,62,26,3,2,8
Neil Barker,362,103,148,36,81,1,175,52,167,8,32,16,108,35,15,4,43
Muhammad Salman,2757,645,601,708,172,25,933,263,1867,135,1267,323,500,425,670,77,1264
Pietro Agnoletto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Cotter,163,37,78,0,33,0,87,15,99,2,0,7,61,16,1,3,4
Rebekha Sharkie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Galdies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nola Marino,23,12,11,0,11,1,19,6,20,0,2,0,12,0,0,0,2
Rhonda Avasalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolle Flint,20,11,20,0,8,0,18,0,17,2,0,0,19,3,0,1,2
Richard Bakoss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Hall,3084,764,846,578,456,44,1233,393,1327,181,785,270,793,513,754,100,806
Milton Caine,82,26,33,8,21,1,45,2,48,7,1,8,33,15,5,1,12
Nathan Daniell,79,35,48,0,34,0,47,2,66,0,0,3,48,17,0,1,2
Natalie Abboud,29,19,24,0,14,0,24,1,23,1,0,0,25,8,0,0,1
Rick Gurnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Champion,562,181,278,158,160,5,318,115,291,37,232,90,212,100,183,23,148
Neil Smith,2065,314,363,142,155,5,576,115,622,24,114,58,292,90,117,16,311
Paul Rossetto,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
Nigel Hicks,224,51,68,2,57,2,93,17,89,4,1,14,67,21,2,4,6
Robyn Holtham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Hyslop,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Mike Kelly,3681,531,702,217,294,8,843,262,878,61,333,160,481,222,447,34,432
Pat Conroy,171,51,58,6,44,1,69,7,110,6,4,9,54,24,7,7,13
Norm Jacobsen,170,43,91,0,50,1,115,20,108,3,0,15,67,21,0,2,4
Peta Murphy,16,12,12,1,12,1,15,1,13,1,1,1,12,7,1,0,2
Pat O'Neill,309,65,138,14,76,17,129,25,154,11,26,19,94,32,22,2,22
Paul Coombe,35,18,20,0,14,0,24,0,22,2,1,0,20,7,0,1,2
Olivia Ball,116,34,55,16,38,0,76,7,58,9,20,7,41,24,20,5,13
Patricia Cahill,215,45,143,2,41,2,157,7,146,4,2,5,60,24,77,2,83
Patrick O'Sullivan,171,43,61,8,50,0,71,2,95,4,5,10,61,23,7,4,4
Owen Guest,324,130,174,29,112,3,196,77,225,5,79,64,136,78,82,9,74
Paul Tatchell,12,2,9,3,2,0,8,2,8,0,1,1,8,3,7,0,1
Pat Walsh,540,84,136,17,89,2,184,43,200,20,25,22,105,39,27,13,32
Paul Fletcher,787,256,330,175,213,8,401,184,424,8,210,142,273,177,201,18,207
Nathan Hunt,949,166,194,54,121,5,317,71,308,65,241,78,173,90,73,15,130
Peter Dutton,79,25,46,2,28,0,44,0,45,2,2,0,36,16,3,2,2
Peter Burgoyne,102,43,64,0,45,1,76,21,68,3,0,1,45,17,0,3,4
Peter Hendy,71,3,1,0,2,0,7,0,2,0,0,0,2,0,0,1,1
Sarah Nielsen-Harvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bland,332,150,170,75,139,2,207,92,187,33,129,74,164,111,139,10,113
Peter Boyle,864,108,189,56,81,1,412,57,354,17,185,27,144,43,56,18,59
Peter Arena,3742,1340,1499,1378,947,58,2609,914,1993,238,1751,874,1585,902,1457,109,1252
Peter Davis,2809,473,616,292,292,69,938,257,1012,147,393,109,474,206,342,45,247
Peter Hayes,896,141,175,42,86,6,293,63,296,23,54,32,143,59,53,11,58
Peter Flynn,822,131,366,105,121,55,433,116,530,69,196,36,266,140,348,11,206
Rhonda Funnell,18,2,2,0,2,0,2,0,2,0,0,0,2,1,0,0,0
Sharryn Howes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Liu,744,203,263,143,166,14,314,88,297,60,163,87,247,135,163,20,154
Richard Stretton,36,23,28,1,24,0,26,3,27,0,0,0,24,15,1,1,2
Peter Xing,207,98,99,38,71,1,134,19,130,8,39,15,99,58,39,2,58
Peter Alley,536,199,258,104,113,5,347,97,312,30,117,78,175,93,236,27,215
Philippa Clark,78,37,45,10,38,1,50,11,46,0,9,1,39,19,10,5,9
Peter Morris,1609,442,560,336,394,21,720,277,815,58,336,158,482,233,324,23,221
Richard Marles,66,5,11,0,3,0,16,2,23,0,14,5,13,0,0,0,0
Phil Bradley,707,136,145,81,90,2,211,68,304,82,13,27,122,34,18,5,20
Rosemary Glaisher,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
Rob de Jonge,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Rex Host,337,163,176,178,106,2,226,78,265,13,180,106,199,99,168,2,125
Robert Danieli,43,5,3,1,2,0,5,2,2,1,2,1,4,1,1,1,1
Peter Khalil,683,172,223,146,120,6,328,81,419,47,282,120,214,162,182,33,220
Steph Hodgins-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Cox,934,104,189,30,115,5,291,47,326,18,28,27,151,48,44,13,28
Robert Stoddart,25,9,13,0,6,0,13,0,20,0,0,0,13,0,0,1,2
Richard Lange,536,88,102,32,83,2,156,29,177,15,27,19,105,45,25,7,38
Roger Brisbane,166,37,74,17,62,0,129,29,89,3,17,10,79,39,20,2,6
Richard Cranston,231,68,92,27,55,2,97,28,164,3,35,10,74,30,30,2,21
